time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-08T00:34:33.220Z,19.2463340759277,-155.392837524414,30.8199996948242,1.83000004,md,32,153,,0.119999997,hv,hv72786702,2021-11-08T00:37:44.830Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.64,0.870000005,0.910000026,15,automatic,hv,hv
2021-11-08T00:34:28.770Z,44.4871,-115.1701,10,3.2,ml,,95,0.842,0.88,us,us7000fsar,2021-11-08T19:25:45.318Z,"35 km NNW of Stanley, Idaho",earthquake,2.7,2,0.034,111,reviewed,us,us
2021-11-08T00:31:02.450Z,33.5646667,-116.6426667,10.37,0.5,ml,24,40,0.0103,0.1,ci,ci39851575,2021-11-08T15:58:56.017Z,"3km ENE of Anza, CA",earthquake,0.15,0.26,0.102,13,reviewed,ci,ci
2021-11-08T00:21:48.970Z,44.4655,-115.2048333,5.87,1.83,ml,11,82,0.841,0.28,mb,mb80529549,2021-11-08T16:49:36.270Z,"34 km NW of Stanley, Idaho",earthquake,0.74,2.46,0.303,12,reviewed,mb,mb
2021-11-08T00:17:49.750Z,19.3291664123535,-155.123336791992,1.97000002861023,2.31,ml,40,132,,0.230000004,hv,hv72786697,2021-11-08T00:23:19.680Z,"15 km S of Fern Forest, Hawaii",earthquake,0.55,0.810000002,0.49,9,automatic,hv,hv
2021-11-08T00:07:33.564Z,64.4207,-147.4415,1.1,1.2,ml,,,,0.24,ak,ak021ebzpuoh,2021-11-08T01:15:33.032Z,"Central Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-08T00:04:51.890Z,43.7205,-121.232333333333,-0.39,-0.43,md,5,205,0.02362,0.06,uw,uw61795501,2021-11-08T19:53:40.430Z,"22 km ESE of Three Rivers, Oregon",earthquake,0.48,8.19,0.00530811942021514,3,reviewed,uw,uw
2021-11-08T00:03:16.040Z,36.1608333,-89.6846667,8.53,2.11,md,35,39,0.0431,0.08,nm,nm60362492,2021-11-08T14:53:40.770Z,"4 km SW of Caruthersville, Missouri",earthquake,0.14,0.42,0.071,28,reviewed,nm,nm
2021-11-08T00:02:54.668Z,60.9952,-147.641,3.8,1.2,ml,,,,0.66,ak,ak021ebzotq2,2021-11-08T00:09:15.058Z,"54 km WNW of Tatitlek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-11-08T00:00:49.565Z,60.1138,-151.0685,59.2,1.7,ml,,,,0.44,ak,ak021ebzodwc,2021-11-08T00:05:54.287Z,"22 km SE of Clam Gulch, Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-11-07T23:50:33.410Z,38.8274994,-122.8083344,2.23,0.85,md,5,125,0.004318,0.01,nc,nc73650190,2021-11-08T00:52:13.952Z,"7km NW of The Geysers, CA",earthquake,0.67,2.31,,1,automatic,nc,nc
2021-11-07T23:43:14.499Z,39.5111,-120.6065,9.9,0.7,ml,6,208.99,0.125,0.1446,nn,nn00827614,2021-11-08T03:09:31.616Z,"6 km SSE of Sierra City, California",earthquake,,5.1,0,1,reviewed,nn,nn
2021-11-07T23:41:24.011Z,63.1818,-151.3542,0,1.2,ml,,,,0.65,ak,ak021eaq2qo8,2021-11-07T23:51:32.449Z,"44 km SSE of Denali National Park, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-11-07T23:40:19.270Z,44.2635,-114.9878333,7.59,1.94,ml,12,75,0.814,0.24,mb,mb80529539,2021-11-08T15:35:16.670Z,"6 km NW of Stanley, Idaho",earthquake,0.61,1.34,0.128,11,reviewed,mb,mb
2021-11-07T23:32:29.150Z,19.2029991149902,-155.413330078125,31.2000007629395,1.90999997,md,32,166,,0.109999999,hv,hv72786677,2021-11-07T23:35:37.970Z,"6 km E of Pāhala, Hawaii",earthquake,0.64,0.720000029,0.819999993,8,automatic,hv,hv
2021-11-07T23:20:01.970Z,19.1940002441406,-155.406494140625,33.1500015258789,2.52,ml,41,160,,0.119999997,hv,hv72786667,2021-11-07T23:50:41.040Z,"7 km E of Pāhala, Hawaii",earthquake,0.48,0.629999995,3.7,24,automatic,hv,hv
2021-11-07T23:19:14.680Z,19.2018337249756,-155.404159545898,33.5800018310547,2.35,ml,47,157,,0.140000001,hv,hv72786662,2021-11-08T00:03:57.040Z,"7 km E of Pāhala, Hawaii",earthquake,0.58,0.680000007,4.03,15,automatic,hv,hv
2021-11-07T23:15:37.200Z,38.8250008,-122.8099976,0.2,0.85,md,13,67,0.02037,0.05,nc,nc73650185,2021-11-08T00:26:10.807Z,"7km NW of The Geysers, CA",earthquake,0.22,0.91,,1,automatic,nc,nc
2021-11-07T23:06:06.970Z,44.6113333,-110.4445,4.77,1.37,ml,8,169,0.05602,0.06,uu,uu60467157,2021-11-08T16:05:41.350Z,"45 km SSE of Mammoth, Wyoming",earthquake,0.45,0.91,0.262,3,reviewed,uu,uu
2021-11-07T22:46:47.630Z,38.8333321,-122.81633,1.85,0.57,md,20,56,0.01106,0.02,nc,nc73650180,2021-11-07T23:59:14.662Z,"8km NW of The Geysers, CA",earthquake,0.22,0.42,0.41,4,automatic,nc,nc
2021-11-07T22:44:28.695Z,59.9843,-153.3502,136.6,1.9,ml,,,,0.8,ak,ak021eaphy2q,2021-11-08T01:21:24.310Z,"47 km ENE of Pedro Bay, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2021-11-07T22:42:56.394Z,60.4797,-150.0828,36.3,1.5,ml,,,,0.52,ak,ak021eaphlbb,2021-11-07T22:47:14.890Z,"14 km W of Cooper Landing, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-07T22:17:49.500Z,49.4228333333333,-120.515,-0.37,2.01,ml,9,192,0.5901,0.19,uw,uw61795491,2021-11-08T20:55:06.850Z,"3 km S of Princeton, Canada",explosion,1.71,31.61,0.211068133433233,5,reviewed,uw,uw
2021-11-07T22:11:18.150Z,38.8346672,-122.81633,1.52,0.47,md,12,102,0.01227,0.02,nc,nc73650175,2021-11-07T22:30:12.155Z,"8km W of Cobb, CA",earthquake,0.31,0.64,0.11,2,automatic,nc,nc
2021-11-07T22:06:43.563Z,59.9669,-140.2527,5.5,1.6,ml,,,,0.65,ak,ak021eap9ujo,2021-11-07T22:12:50.984Z,"55 km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-07T22:00:05.670Z,46.061,-122.4055,13.03,1,ml,4,195,0.1289,0.06,uw,uw61795481,2021-11-08T20:51:20.830Z,"17 km N of Amboy, Washington",earthquake,1.07,1.38,0.0927469108147404,4,reviewed,uw,uw
2021-11-07T21:59:58.830Z,35.9053333,-117.7148333,6.23,0.27,ml,12,62,0.06739,0.07,ci,ci39851543,2021-11-08T19:20:12.392Z,"18km ESE of Little Lake, CA",earthquake,0.15,0.49,0.073,3,reviewed,ci,ci
2021-11-07T21:53:18.099Z,60.9775,-150.2009,39.4,1.4,ml,,,,0.62,ak,ak021eaoyfmo,2021-11-07T21:57:28.985Z,"27 km ENE of Point Possession, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-11-07T21:38:08.060Z,46.9295,-112.7128333,16.87,1.24,ml,17,105,0.039,0.13,mb,mb80529534,2021-11-08T15:14:52.800Z,"3 km SW of Lincoln, Montana",earthquake,0.51,0.63,0.268,7,reviewed,mb,mb
2021-11-07T21:30:49.070Z,37.6186667,-118.9506667,6.3,0.52,md,13,88,0.02885,0.1,nc,nc73650170,2021-11-07T23:33:12.512Z,"3km SE of Mammoth Lakes, CA",earthquake,0.31,0.63,0.236,11,reviewed,nc,nc
2021-11-07T21:30:07.644Z,61.6678,-141.8965,10.9,1.2,ml,,,,0.33,ak,ak021eaothct,2021-11-07T21:42:37.160Z,"60 km ENE of McCarthy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-11-07T21:19:25.072Z,60.3578,-147.6073,15.1,1.6,ml,,,,0.64,ak,ak021eaor5tn,2021-11-07T21:32:55.854Z,"39 km NE of Chenega, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-07T21:16:12.750Z,35.6608333,-117.4978333,3.07,1.27,ml,17,141,0.07965,0.1,ci,ci39851527,2021-11-08T19:22:18.798Z,"15km SW of Searles Valley, CA",earthquake,0.24,0.44,0.234,15,reviewed,ci,ci
2021-11-07T21:15:56.610Z,33.7246667,-116.8191667,14.83,0.46,ml,20,152,0.08855,0.1,ci,ci39851519,2021-11-08T14:59:58.342Z,"7km ESE of Valle Vista, CA",earthquake,0.33,0.42,0.122,6,reviewed,ci,ci
2021-11-07T21:10:02.740Z,38.8400002,-122.8228302,2.09,1.49,md,28,64,0.009984,0.03,nc,nc73650165,2021-11-07T23:04:10.356Z,"9km WNW of Cobb, CA",earthquake,0.19,0.36,0.25,7,automatic,nc,nc
2021-11-07T21:09:25.240Z,38.8406677,-122.8231659,2.09,0.89,md,22,66,0.009844,0.02,nc,nc73650160,2021-11-07T21:28:11.760Z,"9km WNW of Cobb, CA",earthquake,0.19,0.5,0.2,4,automatic,nc,nc
2021-11-07T21:04:31.620Z,53.7045,-167.046,10.49,0.86,ml,7,176,,0.07,av,av91409471,2021-11-08T22:25:40.130Z,"38 km WSW of Unalaska, Alaska",earthquake,1.19,0.76,0.265204041168321,7,reviewed,av,av
2021-11-07T21:02:05.001Z,62.5585,-149.8148,14.1,1.3,ml,,,,0.61,ak,ak021eaonh3o,2021-11-07T21:06:32.812Z,"19 km NE of Chase, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-07T20:53:38.330Z,44.4528333,-115.2328333,4.51,2.79,ml,10,93,1.068,0.2,mb,mb80529524,2021-11-08T15:23:02.140Z,"35 km NW of Stanley, Idaho",earthquake,0.92,1.95,0.203,17,reviewed,mb,mb
2021-11-07T20:51:05.536Z,31.67193591,-104.4075293,8.033959961,2,ml,15,69,0.07955968147,0.3,tx,tx2021vvzf,2021-11-08T20:26:03.115Z,"55 km S of Whites City, New Mexico",earthquake,1.136326881,1.464304234,0.2,7,reviewed,tx,tx
2021-11-07T20:46:42.380Z,35.9038333,-117.6828333,4.68,-0.46,ml,6,158,0.05126,0.13,ci,ci39851479,2021-11-07T21:29:06.188Z,"20km E of Little Lake, CA",earthquake,0.41,0.62,0.068,2,reviewed,ci,ci
2021-11-07T20:45:40.630Z,38.8058319,-122.8221664,2.57,0.57,md,14,69,0.006261,0.02,nc,nc73650155,2021-11-07T22:22:13.106Z,"6km WNW of The Geysers, CA",earthquake,0.26,0.69,0.34,2,automatic,nc,nc
2021-11-07T20:11:33.300Z,38.8203316,-122.7860031,1.64,0.45,md,9,85,0.008194,0.01,nc,nc73650150,2021-11-07T20:48:12.273Z,"5km NNW of The Geysers, CA",earthquake,0.4,0.64,0.39,2,automatic,nc,nc
2021-11-07T20:00:50.140Z,38.7891655,-122.7618332,1.67,0.92,md,15,63,0.01156,0.03,nc,nc73650140,2021-11-07T20:25:11.815Z,"1km NNW of The Geysers, CA",earthquake,0.27,0.47,0.16,5,automatic,nc,nc
2021-11-07T19:53:54.858Z,64.7092,-147.5139,9,0.6,ml,,,,0.32,ak,ak021eanrn9a,2021-11-07T20:59:11.723Z,"9 km WSW of North Pole, Alaska",earthquake,,1.4,,,automatic,ak,ak
2021-11-07T19:44:20.440Z,37.4076653,-118.5169983,6.94,2.85,md,25,64,0.06571,0.07,nc,nc73650135,2021-11-07T21:56:11.947Z,"7km E of Round Valley, CA",earthquake,0.41,1.06,0.22,39,automatic,nc,nc
2021-11-07T19:43:20.793Z,-1.9911,125.7514,31.93,4.5,mb,,68,3.124,1.13,us,us7000fs9e,2021-11-07T20:39:01.040Z,"Pulau-Pulau Sula, Indonesia",earthquake,5.2,6.1,0.181,9,reviewed,us,us
2021-11-07T19:39:59.078Z,61.1894,-147.0338,0,1.6,ml,,,,1.14,ak,ak021eanonjr,2021-11-08T01:15:32.874Z,"37 km W of Valdez, Alaska",ice quake,,0.4,,,automatic,ak,ak
2021-11-07T19:31:13.009Z,61.0201,-151.4978,61.1,1.2,ml,,,,1.07,ak,ak021eanmu9g,2021-11-07T19:36:21.697Z,"20 km WSW of Tyonek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-11-07T19:28:32.470Z,38.8256683,-122.8111649,-0.89,0.9,md,14,93,0.002425,0.22,nc,nc73650130,2021-11-07T21:12:12.345Z,"7km NW of The Geysers, CA",earthquake,0.53,0.79,0.24,3,automatic,nc,nc
2021-11-07T19:22:20.487Z,41.0692,141.9184,66.63,4.5,mb,,84,0.704,0.84,us,us7000fs98,2021-11-08T02:30:58.000Z,"61 km NE of Misawa, Japan",earthquake,7.2,6.9,0.091,35,reviewed,us,us
2021-11-07T19:21:20.650Z,38.8358345,-122.8174973,1.57,0.85,md,10,65,0.01371,0.01,nc,nc73650125,2021-11-07T19:49:11.626Z,"8km W of Cobb, CA",earthquake,0.33,1.2,,1,automatic,nc,nc
2021-11-07T19:15:24.740Z,61.6089,-148.7933,30.9,1.3,ml,,,,0.79,ak,ak021eanjfr4,2021-11-07T19:20:48.481Z,"8 km ESE of Lazy Mountain, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-07T19:14:19.190Z,18.0138,-66.7661,15,2.39,md,6,190,0.1966,0.12,pr,pr2021311005,2021-11-07T19:55:25.744Z,"0 km SE of Magas Arriba, Puerto Rico",earthquake,0.67,1.49,0,3,reviewed,pr,pr
2021-11-07T19:11:15.430Z,38.7811661,-122.7099991,2.26,0.68,md,9,115,0.01544,0.02,nc,nc73650120,2021-11-07T19:37:12.559Z,"2km WNW of Anderson Springs, CA",earthquake,0.41,0.95,0.23,2,automatic,nc,nc
2021-11-07T19:08:53.939Z,35.106,-95.39033333,6.91,2.52,ml,61,69,0.1151773983,0.22,ok,ok2021vvvw,2021-11-08T14:26:44.028Z,"2 km SW of Quinton, Oklahoma",earthquake,,0.4,0.24,8,reviewed,ok,ok
2021-11-07T18:50:24.591Z,-57.8709,-25.4456,64.17,5.1,mb,,79,7.147,0.78,us,us7000fs93,2021-11-07T19:06:00.040Z,"South Sandwich Islands region",earthquake,11.7,8.5,0.083,47,reviewed,us,us
2021-11-07T18:44:43.480Z,19.2358341217041,-155.390167236328,32,2.54,ml,50,143,,0.129999995,hv,hv72786447,2021-11-07T20:22:42.040Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.49,0.629999995,3.49,22,automatic,hv,hv
2021-11-07T18:44:30.790Z,19.1690006256104,-155.376998901367,-1.21000003814697,2.54,ml,14,242,,0.270000011,hv,hv72786442,2021-11-07T18:50:01.850Z,"11 km ESE of Pāhala, Hawaii",earthquake,2.94,0.620000005,3.48,28,automatic,hv,hv
2021-11-07T18:40:13.695Z,40.3232,-76.0401,5,1.7,ml,,75,0.064,0.33,us,us7000fsa8,2021-11-09T01:00:47.855Z,"2 km W of Sinking Spring, Pennsylvania",earthquake,1.1,1.7,0.081,20,reviewed,us,us
2021-11-07T18:33:18.960Z,19.212833404541,-155.406661987305,32.7900009155273,1.88,md,29,149,,0.119999997,hv,hv72786432,2021-11-07T18:36:31.150Z,"7 km E of Pāhala, Hawaii",earthquake,0.76,0.699999988,1.24000001,10,automatic,hv,hv
2021-11-07T18:26:29.740Z,35.5313333,-118.1393333,5.54,0.58,ml,17,59,0.00536,0.12,ci,ci39851423,2021-11-07T21:16:20.923Z,"32km ESE of Lake Isabella, CA",earthquake,0.26,0.5,0.305,5,reviewed,ci,ci
2021-11-07T18:23:09.670Z,38.8123322,-122.8293304,2.08,1.02,md,12,62,0.003461,0.02,nc,nc73650105,2021-11-07T19:55:11.654Z,"7km WNW of The Geysers, CA",earthquake,0.29,0.69,0.14,3,automatic,nc,nc
2021-11-07T18:22:13.120Z,49.3853333333333,-120.527166666667,-0.51,1.86,ml,6,239,0.593,0.42,uw,uw61795436,2021-11-08T20:59:18.950Z,"8 km S of Princeton, Canada",explosion,5.14,31.61,0.279184199293484,3,reviewed,uw,uw
2021-11-07T18:21:49.757Z,61.1487,-140.3683,12.9,1.5,ml,,,,0.32,ak,ak021eamzccf,2021-11-07T18:25:12.008Z,"140 km ESE of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-07T18:08:32.197Z,36.2202,140.0225,61.39,4.4,mb,,139,1.498,0.73,us,us7000fs8w,2021-11-08T20:51:56.568Z,"7 km WNW of Tsukuba, Japan",earthquake,3.5,8,0.095,32,reviewed,us,us
2021-11-07T17:58:03.624Z,55.1121,-160.3769,58.14,3.5,ml,,131,0.244,0.47,us,us7000fs8q,2021-11-07T18:49:50.040Z,"26 km SSE of Sand Point, Alaska",earthquake,1.6,6.1,0.061,35,reviewed,us,us
2021-11-07T17:55:46.155Z,64.067,-146.5521,15.7,1.3,ml,,,,0.93,ak,ak021eaml6t3,2021-11-07T18:03:59.677Z,"32 km WSW of Whitestone, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-07T17:51:33.420Z,38.8120003,-122.8293304,1.92,0.85,md,8,94,0.00313,0.02,nc,nc73650100,2021-11-07T19:29:12.517Z,"7km WNW of The Geysers, CA",earthquake,0.58,0.85,,1,automatic,nc,nc
2021-11-07T17:47:34.800Z,38.8414993,-122.8396683,1.77,0.86,md,21,89,0.004371,0.02,nc,nc73650095,2021-11-07T18:06:12.065Z,"10km NW of The Geysers, CA",earthquake,0.23,0.39,,3,automatic,nc,nc
2021-11-07T17:40:03.742Z,62.9286,-150.7918,94.7,1.7,ml,,,,0.58,ak,ak021eamhvrm,2021-11-07T17:46:27.343Z,"48 km N of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-07T17:39:13.510Z,39.4181667,-110.3081667,-2.63,1.47,md,6,219,0.01439,0.05,uu,uu60467142,2021-11-08T16:00:28.330Z,"16 km SSE of Sunnyside, Utah",earthquake,1.24,2.26,0.149,5,reviewed,uu,uu
2021-11-07T17:36:23.340Z,36.0863333,-117.7208333,1.77,0.7,ml,14,94,0.07083,0.1,ci,ci39851399,2021-11-08T20:04:11.421Z,"21km ENE of Coso Junction, CA",earthquake,0.18,0.32,0.186,6,reviewed,ci,ci
2021-11-07T17:34:24.120Z,48.6278333333333,-123.056,14.7,0.53,md,9,155,0.04925,0.19,uw,uw61795426,2021-11-08T21:05:19.500Z,"8 km WNW of Orcas, Washington",earthquake,0.63,0.99,0.102350539128161,5,reviewed,uw,uw
2021-11-07T17:20:21.860Z,38.5636667,-119.4566667,3.51,1.65,md,14,78,0.0543,0.09,nc,nc73650085,2021-11-08T19:39:14.143Z,"6km NNE of Walker, CA",earthquake,0.28,0.58,0.205,15,reviewed,nc,nc
2021-11-07T17:16:45.490Z,44.3041667,-114.605,8.74,1.69,ml,10,61,0.754,0.25,mb,mb80529504,2021-11-08T15:41:23.030Z,"17 km WNW of Clayton, Idaho",earthquake,0.73,2.18,0.168,10,reviewed,mb,mb
2021-11-07T17:11:41.970Z,37.8055,-121.9526672,3.7,2.24,md,7,185,0.684,0.06,nc,nc73650080,2021-11-07T18:36:12.230Z,"3km S of Diablo, CA",earthquake,5.28,7.85,0.54,2,automatic,nc,nc
2021-11-07T16:47:24.620Z,19.2035007476807,-155.430160522461,32.7700004577637,2.02999997,md,36,153,,0.109999999,hv,hv72786352,2021-11-07T16:52:07.430Z,"5 km E of Pāhala, Hawaii",earthquake,0.54,0.879999995,0.74000001,13,automatic,hv,hv
2021-11-07T16:29:01.742Z,59.7325,-152.7269,81.7,1.3,ml,,,,0.15,ak,ak021ealu35q,2021-11-07T19:38:02.019Z,"50 km W of Anchor Point, Alaska",earthquake,,51.9,,,reviewed,ak,ak
2021-11-07T16:28:17.132Z,-2.9276,129.369,10,4.7,mb,,57,2.876,0.62,us,us7000fs8b,2021-11-07T17:04:00.040Z,"67 km NE of Amahai, Indonesia",earthquake,7,1.9,0.073,60,reviewed,us,us
2021-11-07T16:20:46.577Z,27.3029,88.797,10,4.6,mb,,141,3.242,0.63,us,us7000fs8a,2021-11-08T01:25:58.212Z,"18 km E of Gangtok, India",earthquake,11.7,1.9,0.06,86,reviewed,us,us
2021-11-07T16:14:46.380Z,38.7896652,-122.7610016,1.64,0.55,md,13,63,0.01099,0.03,nc,nc73650070,2021-11-07T16:58:10.552Z,"1km NNW of The Geysers, CA",earthquake,0.3,0.54,0.24,3,automatic,nc,nc
2021-11-07T16:12:05.037Z,61.8805,-150.8987,70.3,1.4,ml,,,,0.24,ak,ak021ealqg8n,2021-11-07T16:32:29.323Z,"28 km ESE of Skwentna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-11-07T16:02:37.590Z,33.4963333,-116.7791667,3.19,0.06,ml,11,150,0.07725,0.1,ci,ci37484909,2021-11-08T19:39:06.890Z,"10km NE of Aguanga, CA",earthquake,0.32,0.88,0.151,4,reviewed,ci,ci
2021-11-07T16:02:07.720Z,33.3276667,-116.3546667,11.33,0.59,ml,19,162,0.01049,0.21,ci,ci39851359,2021-11-08T19:38:32.955Z,"8km NNE of Borrego Springs, CA",earthquake,0.45,0.58,0.108,5,reviewed,ci,ci
2021-11-07T15:56:58.900Z,38.4875,-119.5001667,4.38,0.75,md,9,122,0.01121,0.03,nc,nc71126629,2021-11-08T18:46:11.424Z,"4km SSW of Walker, CA",earthquake,0.56,0.28,0.122,8,reviewed,nc,nc
2021-11-07T15:55:53.030Z,38.5606667,-119.4613333,3.68,1.62,md,12,76,0.05236,0.06,nc,nc73650060,2021-11-08T19:12:12.592Z,"5km NNE of Walker, CA",earthquake,0.36,0.76,0.214,12,reviewed,nc,nc
2021-11-07T15:40:44.790Z,38.8276672,-122.786499,7.93,0.85,md,7,215,0.01114,0.05,nc,nc73650050,2021-11-07T15:56:12.151Z,"6km W of Cobb, CA",earthquake,2.69,6.86,,1,automatic,nc,nc
2021-11-07T15:40:25.262Z,31.67814536,-104.4067782,7.442675781,2.1,ml,14,69,0.08069574309,0.3,tx,tx2021vvoz,2021-11-08T20:15:57.042Z,"55 km S of Whites City, New Mexico",earthquake,1.191627372,1.428763952,0.2,9,reviewed,tx,tx
2021-11-07T15:36:02.584Z,31.6763212,-104.4046083,7.237011719,2,ml,15,69,0.08234191236,0.3,tx,tx2021vvov,2021-11-08T21:00:28.452Z,"55 km S of Whites City, New Mexico",earthquake,1.462096636,1.436465108,0.1,8,reviewed,tx,tx
2021-11-07T15:26:09.040Z,19.1809997558594,-155.433670043945,32.2799987792969,2,ml,30,169,,0.140000001,hv,hv72786252,2021-11-07T15:31:40.800Z,"5 km ESE of Pāhala, Hawaii",earthquake,0.63,0.829999983,3.82,3,automatic,hv,hv
2021-11-07T15:24:35.120Z,36.104,-117.8501667,3.62,0.89,ml,17,66,0.01407,0.07,ci,ci39851303,2021-11-08T19:49:36.116Z,"11km NE of Coso Junction, CA",earthquake,0.13,0.17,0.302,5,reviewed,ci,ci
2021-11-07T15:23:08.708Z,-29.7007,179.7812,454.1,4.1,mb,,102,2.051,0.8,us,us7000fs82,2021-11-08T15:49:12.040Z,"Kermadec Islands region",earthquake,21.9,13.5,0.123,19,reviewed,us,us
2021-11-07T15:15:23.650Z,33.4023333,-116.9348333,13.28,1.04,ml,46,24,0.07752,0.18,ci,ci39851279,2021-11-08T20:01:10.580Z,"8km SW of Aguanga, CA",earthquake,0.17,0.43,0.119,25,reviewed,ci,ci
2021-11-07T14:59:23.110Z,19.2051658630371,-155.405166625977,34.1500015258789,1.73000002,md,35,169,,0.109999999,hv,hv72786227,2021-11-07T15:02:42.020Z,"7 km E of Pāhala, Hawaii",earthquake,0.7,1.29999995,0.310000002,9,automatic,hv,hv
2021-11-07T14:53:39.828Z,64.0844,-147.2485,3.2,1.3,ml,,,,0.32,ak,ak021eaksg21,2021-11-07T15:02:59.679Z,"44 km SW of Harding-Birch Lakes, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-07T14:52:33.480Z,38.8243332,-122.8688354,2.29,0.87,md,10,85,0.009879,0.02,nc,nc73650040,2021-11-07T15:22:12.918Z,"11km WNW of The Geysers, CA",earthquake,0.42,0.86,,1,automatic,nc,nc
2021-11-07T14:44:21.780Z,38.8199997,-122.81633,1.69,0.85,md,11,71,0.005948,0.01,nc,nc73650035,2021-11-07T15:10:11.841Z,"7km NW of The Geysers, CA",earthquake,0.28,0.82,,1,automatic,nc,nc
2021-11-07T14:42:09.560Z,19.1688327789307,-155.47966003418,34.1399993896484,2.09,ml,48,92,,0.119999997,hv,hv72786212,2021-11-07T14:47:39.630Z,"3 km S of Pāhala, Hawaii",earthquake,0.44,0.680000007,4.39,7,automatic,hv,hv
2021-11-07T14:37:15.420Z,33.4656667,-116.5261667,12.9,2.32,ml,108,21,0.07052,0.18,ci,ci39851263,2021-11-08T20:26:04.600Z,"17km SE of Anza, CA",earthquake,0.12,0.25,0.187,25,reviewed,ci,ci
2021-11-07T14:25:59.420Z,19.2026672363281,-155.408996582031,33.5800018310547,2.32,ml,50,155,,0.129999995,hv,hv72786192,2021-11-08T00:23:55.179Z,"7 km E of Pāhala, Hawaii",earthquake,0.51,0.629999995,3.76,19,automatic,hv,hv
2021-11-07T14:25:05.319Z,61.9755,-150.338,33.5,1.6,ml,,,,0.59,ak,ak021eakmdcs,2021-11-07T14:31:25.812Z,"29 km NNW of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-07T14:11:09.820Z,35.0725,-119.0698333,22.33,1.65,ml,31,57,0.01799,0.26,ci,ci39851247,2021-11-08T19:44:16.829Z,"19km NW of Grapevine, CA",earthquake,0.45,0.92,0.183,24,reviewed,ci,ci
2021-11-07T14:06:27.330Z,62.2001,-151.15,85.2,1.5,ml,,,,0.43,ak,ak021eakicge,2021-11-07T14:16:23.738Z,"26 km NNE of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-11-07T14:03:47.580Z,19.2323341369629,-155.401504516602,31.6700000762939,1.89999998,md,40,156,,0.109999999,hv,hv72786182,2021-11-07T14:07:11.550Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.52,0.680000007,1.05999994,20,automatic,hv,hv
2021-11-07T14:02:57.590Z,38.7876663,-122.7368317,1.25,1.64,md,27,88,0.004424,0.05,nc,nc73650025,2021-11-07T16:48:11.500Z,"2km NE of The Geysers, CA",earthquake,0.23,0.33,0.06,9,automatic,nc,nc
2021-11-07T13:54:30.528Z,38.1901,-117.7369,9.2,0.8,ml,8,179.97,0.038,0.103,nn,nn00827590,2021-11-08T21:28:53.107Z,"39 km SE of Mina, Nevada",earthquake,,2.1,0.32,4,reviewed,nn,nn
2021-11-07T13:47:23.220Z,38.7876663,-122.7350006,1.12,1.78,md,29,50,0.004624,0.05,nc,nc73650005,2021-11-07T16:21:11.308Z,"2km ENE of The Geysers, CA",earthquake,0.23,0.38,0.1,10,automatic,nc,nc
2021-11-07T13:43:08.070Z,38.784832,-122.734169,1.67,0.38,md,9,152,0.002555,0.01,nc,nc73650000,2021-11-07T13:44:44.424Z,"2km ENE of The Geysers, CA",earthquake,0.4,0.64,,1,automatic,nc,nc
2021-11-07T13:33:50.388Z,61.1515,-140.3707,10.6,1.6,ml,,,,0.42,ak,ak021eak2qym,2021-11-07T13:39:19.509Z,"140 km ESE of McCarthy, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-11-07T13:32:54.460Z,32.4163333,-116.8483333,14.7,1.36,ml,27,176,0.1872,0.17,ci,ci39851231,2021-11-08T19:29:40.984Z,"20km ENE of Rosarito, B.C., MX",earthquake,0.35,0.44,0.17,13,reviewed,ci,ci
2021-11-07T13:31:53.755Z,38.2001,-117.7222,11,1.3,ml,11,126.63,0.033,0.0847,nn,nn00827587,2021-11-08T20:48:08.260Z,"39 km ESE of Mina, Nevada",earthquake,,2.5,0.34,5,reviewed,nn,nn
